,Title,Content,Author,Date and Time
400,"Rescue efforts intensify as devastating earthquakes kill about 5,000 in Türkiye, Syria","ANKARA/DAMASCUS, Feb. 7 (Xinhua) -- The international community has pledged support for Türkiye and Syria after devastating earthquakes jolted vast swathes of the two neighboring countries on Monday. Rescuers are braving harsh weather and the risk of more quakes to save survivors from the wreckage. About 5,000 people have been killed and tens of thousands injured as of Tuesday noon by the devastating earthquakes that could also be felt in Lebanon, Cyprus, Israel and other surrounding countries. Aid and condolences poured in from world leaders as Türkiye and Syria called on the global community to help.  A magnitude 7.7 earthquake struck Türkiye's southern province of Kahramanmaras at 4:17 a.m. local time (0117 GMT), followed by a magnitude 6.4 quake minutes later in the southern province of Gaziantep and a magnitude 7.6 earthquake at 1:24 p.m. (1024 GMT) in Kahramanmaras. At least 78 aftershocks were recorded, Turkish Vice President Fuat Oktay said Monday. Meteorological authorities monitored several magnitude 5.0 or stronger tremors in the afternoon.   In Türkiye, the death toll climbed to 3,419, at least 20,534 others were injured, and more than 5,775 buildings destroyed, according to official data. In the wake of the deadly quakes, Turkish President Recep Tayyip Erdogan declared national mourning for a week, saying, ""Turkish flag will be hoisted at half-mast until sunset on Sunday all around Türkiye, at all foreign representations."" More than 1,500 people died, and some 3,500 were injured in Syria, according to the Syrian health ministry and local authorities. Historic sites in Syria were affected. ""Parts of the Ottoman mill in the Citadel"" of Aleppo have collapsed, and the defensive walls have cracks, said Syria's antiquities and museums directorate. Monday's earthquake is believed to be the strongest in Türkiye since the magnitude 7.9 tremor in eastern Erzincan Province left 33,000 people dead in 1939. Earthquakes frequently strike Türkiye due to its tectonic location. In 2020, the country recorded almost 33,000 earthquakes in the region, including 332 at magnitudes of 4.0 and higher, the country's emergency authority said. The country should undergo a massive campaign to reconstruct cities threatened by natural disasters, Turkish seismology expert Ovgun Ahmet Ercan told the media.  In Türkiye, residents who had fled from their homes in pajamas and T-shirts were waiting on streets covered by ice and snow. Many people were trying to leave the quake-hit areas, causing traffic jams and hindering emergency efforts, Türkiye's NTV reported.   In northern Syria's Aleppo Province, one of the worst-affected Syrian areas, people have yet to recover from shock and panic. In the Karm al-Jabal neighborhood in the provincial capital of Aleppo, local resident Muhammad Boushi was overwhelmed by the shock, not knowing what to do with his brother's family trapped under rubble. Boushi was luckily awakened by the tremor and fled his house before it collapsed. ""We felt the earthquake and immediately took to the streets. Everyone left and took shelter on the streets. And we heard that buildings had collapsed, so we came to help,"" he told Xinhua. ""The civilians started to help rescue people from under the rubble, whether dead or alive. My 37-year-old brother, his wife, and their three children are still under the rubble. We are trying to contact them via mobile phone. It's ringing, but no one is answering,"" Boushi said anxiously. ""Around 4:30 in the morning, homes started to shake, so we woke up and went down to the streets. We heard a bang, and we rushed to see what was going on and tried to help. I hope all those under the rubble stay alive,"" said Mahmoud Muhammad, who lives in the nearby al-Shaar area. Mamdouh Barot, another resident in the area, told Xinhua he and his family left their apartment before it started to crumble. When they got to the street, their building's upper floors collapsed in front of their eyes. Barot lived on the ground floor and risked returning to grab some belongings. ""When I came out, I heard a big noise. So we ran, not daring to look back. When we returned there later, we found the building had totally collapsed,"" he said.  Türkiye issued a level-4 alarm after the earthquake, which included a call for international aid. The Turkish Red Crescent and the country's emergency authority have dispatched rescue teams to the stricken area. The Turkish security forces, search and rescue volunteers and local rescue personnel also participated in the quake-relief work.   Some 3,500 soldiers have participated in rescue operations, Turkish Defence Minister Hulusi Akar said, noting 17 aircraft loaded with aid supplies are flying to the region from Istanbul, Izmir and Ankara. The Turkish Defense Ministry has set up an air corridor to facilitate search and rescue teams to reach the disaster sites. Disaster and Emergency Management Authority President Yunus Sezer said nearly 15,000 rescue personnel and about 5,000 vehicles and construction equipment had been deployed in the region. However, a winter blizzard and freezing conditions hampered search and rescue efforts. Current temperatures were colder than seasonal averages, below 10 degrees Celsius in most affected regions. The weather service forecasted rain and sleet across southeastern Türkiye until Thursday. The Syrian government has set up a 24-hour central operation center led by Prime Minister Hussein Arnous to coordinate earthquake relief operations. All relevant ministries, institutions and authorities were on alert, state news agency SANA reported. In Aleppo, rescuers used bulldozers and shovels to pry open building rubble to search for survivors in the region enveloped by snow and rain on Monday. Some rescuers struggled to pull casualties out of the debris with their bare hands. In Hama Province in central Syria, rescue work continues, with shelters secured for people who lost their homes in the earthquakes, Interior Minister Mohammad Khaled al-Rahmoun told Xinhua at the site of a collapsed building in the province's al-Arabeen neighborhood. Standing by a seven-story building in Hama, home to 100-150 people, Alaa Shaker, coordinator of the emergency unit at the Syrian Arab Red Crescent, said only 45 of the dwellers had been rescued. ""We have reports on deaths between 15 and 20 people under the building,"" he added.  World leaders have expressed solidarity with the people of Türkiye and Syria and their condolences to the families of the victims, pledging to mobilize support.   ""My heart goes out to the people of Türkiye and Syria in this hour of tragedy,"" said UN Secretary-General Antonio Guterres in a statement after the quakes. ""The United Nations is fully committed to supporting the response. Our teams are on the ground assessing the needs and providing assistance."" China has launched an emergency humanitarian assistance mechanism and will provide emergency aid to quake-hit Türkiye and Syria, said Deng Boqing, deputy head of the China International Development Cooperation Agency, on Tuesday. China will provide the first batch of emergency aid worth 40 million yuan (about 5.89 million U.S. dollars) to Türkiye, sending a rescue team and a medical team in the shortest time, he added.   Iran, Lebanon, India, Egypt, Russia, France, Finland and other countries worldwide have also expressed their readiness to help Türkiye and Syria. More than 100 Russian rescuers have arrived in Türkiye to assist in the aftermath of the deadly earthquakes, the Russian Ministry of Emergency Situations said on Tuesday. Algeria and Libya pledged to send rescue workers to help with the aftermath. Israel said it would dispatch two rescue teams to Türkiye following the request of the Turkish government. Erdogan said Ankara has received offers of help from some 45 countries.",Xinhua,2023-02-08 08:18
401,Institutional racism dampens neighborhood walkability of populations of color in U.S. -- study,"   WASHINGTON, Feb. 7 (Xinhua) -- Despite living in neighborhoods with higher walkability scores, Black, Hispanic, and Asian people were less likely to engage in physical activity near their homes, said a recent study from the Boston University School of Public Health (BUSPH). This trend was tied to differences in other built environmental factors, like perceived safety and neighborhood quality, that could discourage individuals from going outside near their homes, said the researchers of the study, which was published in the journal Obesity. It pointed out that established institutional racism and redlining in the United States have made neighborhood walkability a moot point for populations of color. ""In cities and counties across the U.S., the legacy of racial residential segregation and policies like redlining resulted in poorer built physical activity environments, characterized by decreased walkability, street connectivity, and green space, and increased pollution that disproportionately impact communities of color,"" the study's lead author, Monica Wang, ScD, associate professor of community health sciences at BUSPH, said in a public statement.",Xinhua,2023-02-08 08:55
418,Iranian president approves law on Iran's SCO membership,"TEHRAN, Feb. 7 (Xinhua) -- Iran's President Ebrahim Raisi on Tuesday issued an order for implementing the law on Iran's membership in the Shanghai Cooperation Organization (SCO). The directive was issued in a letter signed by Raisi to the Iranian Foreign Ministry, according to the website of the Iranian president's office. Last week, Iranian Parliament Speaker Mohammad Baqer Qalibaf submitted the law for Iran's SCO membership to Raisi for final approval and implementation. The move followed the Iranian Constitutional Council spokesman's announcement that the vetting body had approved the bill on the country's membership in the SCO. In November 2022, the Iranian parliament approved the bill for Iran's SCO membership by the overwhelming majority of the lawmakers. In September 2021, the 21st summit of the SCO leaders held in Tajikistan's capital Dushanbe declared the decision to start admitting Iran as a full member of the SCO.",Xinhua,2023-02-08 08:57
402,"UNESCO fears damage to Syrian, Turkish heritage following devastating earthquakes","   PARIS, Feb. 7 (Xinhua) -- The United Nations Educational, Scientific and Cultural Organization (UNESCO) on Tuesday expressed concerns over damage to Syrian and Turkish heritage sites, and vowed support for the two earthquake-devastated countries. Following an initial survey of damage to heritage carried out alongside national authorities, UNESCO said: ""In Syria, UNESCO is particularly concerned about the situation in the Ancient city of Aleppo, which is on the List of World Heritage in Danger."" Significant damage had been noted in the citadel, UNESCO said. The western tower of the old city wall had collapsed, and several buildings in the souks had been weakened.   Meanwhile, in Türkiye, several buildings in the city of Diyarbakir have collapsed. The city is home to the World Heritage site ""Diyarbakir Fortress and Hevsel Gardens Cultural Landscape"", an important center for the Roman, Sassanid, Byzantine, Islamic and Ottoman periods. UNESCO's experts, with the cooperation of national authorities, are trying to establish a precise inventory of the damage to sites on the World Heritage List. ""My condolences go out to the families and loved ones of those who died. My thoughts are also with the injured and all those affected. Our Organization will provide assistance within its mandate,"" said Audrey Azoulay, UNESCO's Director-General. A powerful magnitude 7.7 earthquake struck Türkiye's southern province of Kahramanmaras at 4:17 a.m. local time (0117 GMT) on Monday, followed by a magnitude 6.4 quake a few minutes later in the country's southern province of Gaziantep, and a magnitude 7.6 earthquake at 1:24 p.m. local time (1024 GMT) in Kahramanmaras.   The death toll in Türkiye climbed to 5,434 on Tuesday, while the number of people injured rose to 31,777, Turkish Health Minister Fahrettin Koca said. According to figures released by the Syrian Health Ministry on Tuesday, 812 people were killed and 1,449 others injured in Hama, Aleppo, Latakia, and Tartous provinces, and the rebel-held area in Idlib province. A Chinese rescue team departed from Beijing for Türkiye on a chartered plane on Tuesday afternoon, to join earthquake relief efforts in the country.  ",Xinhua,2023-02-08 09:05
403,Protests continue in France against gov't pension reform plans,"   PARIS, Feb. 7 (Xinhua) -- An estimated 757,000 people took to the streets across France on Tuesday to demand government to drop its proposed pension reforms, the ministry of interior said on Tuesday. However, the CGT, France's largest union, said that the turnout exceeded two million during the third day of the general mobilization against the pension reform that would raise the retirement age from 62 to 64. Turnout at the previous nationwide demonstration on Jan. 31 was estimated by the ministry at 1.2 million and by the CGT at 2.8 million. In Paris, where the ministry counted 57,000 demonstrators, police forces used tear gas to disperse the crowds that sparked clashes. By 6 p.m. local time, 17 people had been arrested.   Similarly to the previous two general mobilizations, workers from several public sectors went on strike on Tuesday. However, there were fewer strikers among teachers and in the public services than on Jan. 31. Rail traffic was severely disrupted on Tuesday, and two unions representing employees of the French national railway company SNCF said that the strike was to continue on Wednesday. A third of high-speed TGV trains as well as half of regional and intercity trains are to be canceled. The French multinational electricity company EDF said that more than 30 percent of its employees were on strike at midday on Tuesday, which had greatly affected electricity production by late Tuesday morning. The mobilization remained strong in TotalEnergies where, according to the CGT, the strike rate varied between 75 percent and 100 percent. Although deliveries of petrol products from TotalEnergies sites were interrupted, the company's management said that there was ""no lack of fuel"" in the group's service stations.   In a joint press release, eight unions called on ""the entire population to demonstrate even more massively on Saturday, Feb. 11, throughout the territory to say no to this reform."" Also on Tuesday, the French National Assembly kicked off a debate on the planned pension reform. On Jan. 10, Prime Minister Elisabeth Borne laid out details of the plan, which would progressively raise the legal retirement age by three months a year from 62 to 64 by 2030, and introduce a guaranteed minimum pension. Starting in 2027, the plan would also require at least 43 years of work to be eligible for a full pension.",Xinhua,2023-02-08 09:11
405,Russia sends over 100 earthquake rescuers to Türkiye,"MOSCOW, Feb. 7 (Xinhua) -- More than 100 Russian rescuers have arrived in Türkiye to assist in the aftermath of deadly earthquakes there, the Russian Ministry of Emergency Situations said on Tuesday. The team has brought endoscopes, acoustic devices, geo-radars and thermal imagers to conduct search and rescue operations, the ministry said in a statement. Russian President Vladimir Putin offered his condolences on Monday to Turkish President Recep Tayyip Erdogan and Syrian President Bashar al-Assad after powerful earthquakes hit Türkiye and Syria. Putin said that Moscow is ready to provide necessary assistance to both countries.",Xinhua,2023-02-08 09:21
415,Philippine rescue team heading for quake-hit areas in Türkiye,"MANILA, Feb. 7 (Xinhua) -- Philippine President Ferdinand Romualdez Marcos said on Tuesday that the Philippines will send an 85-man team to Türkiye to help search, rescue, and support earthquake victims. Marcos told reporters that the team includes health workers and engineers. ""They will inspect the buildings. We are looking to have our group leave by (Wednesday) night,"" he said. Marcos said the team will also bring blankets, winter clothing, and other goods for the homeless victims. ""(The quake victims) are exposed, so they need all these things,"" he added. The Philippines' Department of Foreign Affairs said that no Filipinos were injured due to the earthquakes. The agency said there are 248 Filipinos in earthquake-affected areas in Türkiye and around 60 in Syria. According to local media reports, at least 5,000 people were killed and tens of thousands of others were injured after strong earthquakes jolted parts of Türkiye and neighboring Syria on Monday.",Xinhua,2023-02-08 09:23
404,Nurses in Britain walk out over payment amid strained medical services,"  LONDON, Feb. 6 (Xinhua) -- Nurses and ambulance workers in Britain on Monday started another round of strikes in the thick of lengthy and intensifying disputes over payment. Health workers won support amid a raging cost-of-living crisis, and the industrial action was feared to put more pressure on the medical system.  Nursing staff were set to strike again in England on Monday and Tuesday. The two-day walkouts will be at the highest intensity in the union's history, taking place at 73 National Health Service (NHS) trusts in England, compared to 44 in December and 55 in January, according to the Royal College of Nursing (RCN). Members of other health unions were also on strike, making Monday the single biggest day of strike action in the 75-year history of the NHS, the RCN added, noting that the Welsh government made an offer to NHS staff of an additional 3 percent pay rise and the planned strike action in Wales for this week was canceled. ""Your government looks increasingly isolated in refusing to reopen discussions about the 2022-23 NHS pay award. As a result, the strike action for England remains -- with tens of thousands of nurses losing wages to ensure you hear their voice,"" said RCN General Secretary Pat Cullen. ""It must not be in vain."" Also on Monday, ambulance workers represented by trade unions Unite, Unison and the GMB in trusts across England, Northern Ireland and Wales took strike action. ""This dispute will only be resolved when it enters into proper negotiations about the current pay dispute,"" said Unite national lead officer Onay Kasab. ""The government's constant attempts to kick the can down the road and its talk about one off payments, or slightly increased pay awards in the future, is simply not sufficient to resolve this dispute."" In response, the British government has said the pay rises are unaffordable and that higher pay will not help fight raging inflation. Minister for Mental Health and Women's Health Strategy Maria Caulfield on Monday called on the RCN to suspend strikes in England to allow for pay negotiations. The government has a responsibility to all taxpayers and every one percent increase is about 700 million pounds (842 million U.S. dollars) that the government has to find, Caulfield told Sky News.  Since the beginning of its action, the RCN has asked for a pay rise above inflation. The value of salaries for experienced nurses is 20 percent lower in real terms since 2010, due to successive below-inflation pay awards, said the union in December. Back in November, Secretary of State for Health and Social Care Steve Barclay tweeted that the government has accepted the recommendations of the NHS Pay Review Body to give nurses a pay rise of at least 1,400 pounds (1,685 dollars), and this means a newly qualified nurse will typically earn over 31,000 pounds (37,302 dollars) a year. While the RCN was demanding a pay rise of 17.6 percent, it was ""an increase around three times the average settlement that millions of hardworking people outside the public sector are getting,"" Barclay added. Britain has been in the grip of consistently high inflation because of both global and domestic factors. Its consumer price index rose at an annual rate of 10.5 percent in December, and the cost-of-living crisis facing households continued as food inflation remained historically high, official figures showed. Meanwhile, wages have failed to keep up for a long time. ""The lack of growth in average real-terms earnings since the financial crisis is clear,"" noted a report from the Institute for Fiscal Studies in October. Average public sector earnings in July 2022 were 4 percent lower in real terms than in July 2007, it showed. ""The very large number of strikes, very much concentrated in the public sector or previously public sector occupations, is really the result of an unprecedentedly long period of downward pressure on pay,"" Deborah Dean, co-director of the Industrial Relations Research Unit at the Warwick Business School, has told Xinhua. Dean said health services were under great strain. ""You can't go on, particularly after the acute pressures of the pandemic, where extraordinary demands were made on NHS staff, and in particular frontline staff nurses and doctors, and people have left through ill health, through the pressures,"" she noted.  Back in July 2022, a Health and Social Care Committee report said the NHS and social care sectors ""are facing the greatest workforce crisis in their history."" An official briefing showed the total number of NHS vacancies in June 2022 was 132,139, a vacancy rate of 9.7 percent, which was an increase from the previous year, when the number of vacancies was 98,827 and the rate was 7.6 percent. ""Pay and employment have reduced. Funding has reduced. And this has meant people are both effectively being paid less and also their work is intensified because there are fewer people doing the necessary jobs,"" Dean said, noting that it in particular is one of the reasons why nurses went on strike. Patients were suffering. Poor health and unprecedented NHS waiting lists are forcing people out of work, the RCN noted earlier this month. Data shows 6.9 million were waiting for NHS treatment in England as of November 2022, almost one million more than the previous year, it added. ""People are having to wait longer to access services when demand has never been greater,"" RCN Director for England Patricia Marquis said. ""Patients are not dying because nurses are striking. Nurses are striking because patients are dying."" But analysis showed that the ongoing strikes also put more strains on the medical system. NHS England data showed that more than 5,000 operations and 30,000 outpatient appointments had needed to be rescheduled across strike days, according to the NHS Confederation in January. Commenting on the Monday strikes, Matthew Taylor, chief executive of the NHS Confederation, said: ""This escalation takes us deeper into the situation NHS leaders have been warning against -- a war of attrition between the government and unions spanning several months at a time when NHS services are seeing unprecedented pressures."" ""We're increasingly concerned about the cumulative impact of strike days and record demand -- the longer this vicious cycle continues the longer it will take for the NHS to tackle the elective backlog,"" Taylor said.          ",Xinhua,2023-02-08 09:50
406,IOC president Bach expresses condolences over Türkiye &Syria earthquakes,"   LAUSANNE, Feb. 7 (Xinhua) -- International Olympic Committee (IOC) president Thomas Bach extended condolences over the loss of lives in the earthquakes in Türkiye and Syria. ""It is with great sadness that the IOC has learned of the tragic loss of life and the devastation caused by the earthquake that has struck the south-eastern region of Türkiye and Syria. Our thoughts are with all those who have lost their lives and their families and friends,"" Bach said in a statement via IOC Twitter account. ""The Olympic Movement stands ready to help in whatever way we can, as sport can play an important role in rebuilding of communities and in helping people normalize their lives,"" read the statement.",Xinhua,2023-02-08 09:54
407,Türkiye declares state emergency for quake-affected provinces,"  ANKARA, Feb. 7 (Xinhua) -- Turkish President Recep Tayyip Erdogan declared Tuesday a three-month state of emergency in 10 provinces of Trkiye hit by massive quakes. The decision is taken in order to ensure that search and rescue activities and subsequent studies can be carried out quickly, he said at a press conference. Death tolls from Monday's powerful earthquakes in southern Trkiye rose to 3,549, Erdogan added. A total of 53,317 search and rescue staff and support personnel are currently working in the earthquake zones, according to the president. The casualties were in provinces of southern Kahramanmaras, Adana, Adiyaman, Osmaniye, Hatay, Kilis and Malatya and southeastern Sanliurfa, Diyarbakir, and Gaziantep, according to Disaster and Emergency Management Authority (AFAD). A magnitude 7.7 earthquake struck Trkiye's southern province of Kahramanmaras at 4:17 a.m. local time (0117 GMT) on Monday, followed by a magnitude 6.4 quake a few minutes later in the country's southern province of Gaziantep and a magnitude 7.6 earthquake at 1:24 p.m. local time in the Kahramanmaras Province. Erdogan on Monday declared seven days of national mourning for the victims.                        ",Xinhua,2023-02-08 10:12
408,Iran urges global pressure on U.S. to remove sanctions on quake-stricken Syria,"TEHRAN, Feb. 7 (Xinhua) -- The Iranian Foreign Ministry spokesman called on different countries to pressure the United States into lifting the sanctions on Syria and the siege of the country to enable the delivery of international aid to the quake-hit Syrian regions. Nasser Kanaani made the remarks in an exclusive interview with the semi-official Mehr news agency on Monday, parts of which were released on Tuesday. Expressing sympathy to the Turkish and Syrian governments and peoples, Kanaani noted that the related Iranian authorities have voiced readiness for sending rescue and medical aid to the two countries. For more than the past nine years, Syria has been grappling with conflict and is under special circumstances at present, said the spokesman, urging other countries to force the United States into lifting the siege of the Arab state so that international humanitarian aid can be delivered to the quake-stricken people without any obstacle and at the shortest time. The United States has imposed economic sanctions against Syria, which also make it a herculean task to send essential goods and international humanitarian aid to the country. Around 5,000 people have been killed and tens of thousands injured as of Tuesday noon after strong earthquakes jolted parts of Türkiye and neighboring Syria early Monday.",Xinhua,2023-02-08 10:17
784,Rescuers racing against time for 2nd day to search survivors in quake-hit Türkiye,"  ANKARA, Feb. 7 (Xinhua) -- Rescuers in quake-hit Trkiye are beating the clock and battling heavy rain to save survivors from rubbles on Tuesday, as more than 24 hours have passed since massive earthquakes wreaked havoc in the country's southeast. The death toll from Monday's powerful earthquakes in southern Trkiye rose to 3,549, said Turkish President Recep Tayyip Erdogan upon declaring that a three-month state of emergency is enacted in 10 affected provinces. Meanwhile, the number of wounded people stood at 21,103, Turkish Disaster and Emergency Management Authority said in an update. Two major earthquakes of 7.7 and 7.6 magnitudes hit the province of Kahramanmaras Monday. At least 78 aftershocks were recorded, Turkish Vice President Fuat Oktay has said. Turkish NTV broadcaster warned that the toll could rise dramatically as foul weather hampered the rescuers in the south while increasing the risk of hypothermia among those who remained under the rubble overnight. News footage from NTV showed dozens of rescuers and volunteers searching through the ruins of multi-story apartment blocks through the night under the snow in the southeastern Diyarbakir province. Mosques, gymnasiums, and schools were opened for people who might need to take shelter. However, power aftershocks have kept many people from staying indoors. TV footage displayed people from Kahramanmaras spending the night in cars, some wrapped themselves in blankets to repel the freezing weather. Turkish authorities have dispatched a total of 12,181 search and rescue workers to the quake zones, including 3,294 foreign emergency personnel sent by 14 countries, Oktay said on Tuesday. The emergency operations are being hampered by a winter blizzard as the temperatures recorded as minus 10 degrees Celsius in most of the 10 affected provinces. At least 5,775 buildings were damaged and more than 8,000 people have been pulled out of the rubbles, but the teams were also struggling with ""extremely severe weather conditions,"" Oktay said. The magnitude 7.7 earthquake struck Trkiye's southern province of Kahramanmaras at 4:17 a.m. local time (0117 GMT) on Monday, followed by a magnitude 6.4 quake a few minutes later in the nearby Gaziantep Province, and a magnitude 7.6 earthquake at 1:24 p.m. local time (1024 GMT) in the Kahramanmaras Province. The quakes were also felt in Lebanon, Israel and Cyprus. Trkiye's southern province of Hatay bordering Syria suffered the most loss of life in the earthquake with at least 872 casualties. In Hatay, roads and an airport runway were ruptured and numerous buildings, including two hospitals, collapsed in the quake. Hatay Mayor Lutfu Savas told Halk TV broadcaster that search and rescue teams could only arrive in the namesake city till Tuesday morning due to ruined roads and blocked transportation amid heavy snow. He stressed that there was also a serious communication problem in the city. The Port of Iskenderun district in Hatay continues to burn with massive flames after some containers started burning for an undetermined reason on Monday, the semi-official Anadolu Agency reported. Firefighter efforts to control the flames continue, but locals still share images of dense black smoke rising from the port. Turkish President Recep Tayyip Erdogan on Monday declared seven days of national mourning for the victims. Monday's earthquake is believed to be the strongest in Trkiye since the magnitude 7.9 tremor in eastern Erzincan Province that killed 33,000 people in 1939. In 1999, a magnitude 7.4 earthquake struck central and western Trkiye on Aug. 17. Later on Nov. 12, a magnitude 7.2 earthquake struck western Trkiye. The two earthquakes killed around 18,000 people, injured 43,000 others and left 600,000 people homeless. Trkiye sits at the intersection of three major tectonic plates: the African plate, the Eurasian plate and the Arabian plate, and around 42 percent of its territory is situated in a seismically active region, which is why the country is so prone to earthquakes.                                          ",Xinhua,2023-02-08 10:49
788,Racist policies lead to inequality in resource distribution across U.S.: study,"WASHINGTON, Feb. 7 (Xinhua) -- Racist policies in the United States have led to inequality in resource distribution among communities in cities across the country, PHYS reported, citing a study led by Boston University. The study showed, compared to predominantly White neighborhoods, predominantly Black neighborhoods had 2 percent less green space, and neighborhoods with racial minorities other than Black had 11 percent less green space. Compared to White neighborhoods, neighborhoods with racial minorities other than Black had 17 percent more multi-family homes, while neighborhoods with Black residents and neighborhoods with residents representing a variety of races and ethnicities had 6 percent and 4 percent more multi-family homes, respectively. The researchers found that these inequalities contributed to racial minorities' health problems, such as sleep problems, asthma, etc.",Xinhua,2023-02-08 11:20
789,More U.S. passengers carry guns in bags to airports,"  WASHINGTON, Feb. 7 (Xinhua) -- More and more U.S. travellers are putting guns in their carry-on bags at Southern California airports, a U.S. local newspaper reported last Thursday. In 2018, one gun was found out of 584,187 boarding passengers on average, according to the Orange County Register, citing data from the Transportation Security Administration (TSA). In 2021, the behavior became more common, as one gun was seized for every 226,764 boarding passengers, it said. ""It's possible that more people are carrying guns routinely, partly a response to an increasingly tense and volatile political environment and relaxed laws in some states around both open and concealed carry,"" said David S. Meyer, a sociology professor on gun policy and violence at UC Irvine.",Xinhua,2023-02-08 11:23
790,Ukraine extends martial law till May 20,"KIEV, Feb. 7 (Xinhua) -- The Ukrainian parliament on Tuesday extended the current martial law in the country till May 20, the government-run Ukrinform news agency reported. The bill to extend the martial law, which is due to expire on Feb. 19, was endorsed by 348 lawmakers in the 450-seat assembly. The lawmakers also approved a separate draft on extending the general mobilization of the population till May 20. The extension of martial law and general mobilization was proposed to the parliament by Ukrainian President Volodymyr Zelensky. The Ukrainian parliament imposed martial law in the wake of the conflict with Russia on Feb. 24, 2022, and extended it five times since then.",Xinhua,2023-02-08 13:02
791,110 Americans die every day from gun violence: USA Today,"   NEW YORK, Feb. 7 (Xinhua) -- An average of 110 Americans die daily from gun violence, far above the rate of gun deaths for any comparable nation, according to a recent USA Today report. The United States has about 12 gun deaths for every 100,000 residents, almost four times the rate of the next-highest country, Switzerland, said the report, citing experts. Most mass shootings were carried out by white shooters, according to the informatics group Statista. Mass shootings are just a small subset of all gun violence though. Accidental shootings, at times deadly, are often perpetrated by children, according to the gun-limits group Everytown for Gun Safety. Last year, children committed at least 321 accidental shootings, killing 143 people. When it comes to victims, Black Americans are twice as likely as white Americans to die from gun violence and 14 times more likely than white Americans to be wounded, the report quoted the Brady Campaign to Prevent Gun Violence as saying.",Xinhua,2023-02-08 13:07
792,"U.S. government abuses public health crises to gain, maintain power: expert","   NEW YORK, Feb. 7 (Xinhua) -- The pretext of public health and safety has proven to be a good fulcrum, a good lever to get people to do things that otherwise they would be very reluctant to do, U.S. news portal The Daily Signal reported on Monday, citing an expert. Many COVID-19 restrictions and mandates have been rolled back, but the infrastructure remains in place, ""ready and waiting for the next declared public health crisis,"" said Aaron Kheriaty, a psychiatrist who directs the Bioethics and American Democracy program at the Ethics and Public Policy Center in Washington. Kheriaty chose to speak out against the COVID-19 vaccine mandates, which cost him his job at the University of California, Irvine, School of Medicine, according to the report. ""It's also been an occasion for the accumulation of power, mostly by the executive branch of government,"" he said. Unless placed in check, the government will use public health orders to further its own agenda, whether about COVID-19, climate change, or abortion, he added.",Xinhua,2023-02-08 13:08
787,"With virus threat easing, U.S. hospitals still as full as ever: media","   NEW YORK, Feb. 7 (Xinhua) -- The winter triple threat of flu, COVID-19 and RSV is easing across the United States, but hospitals are still about as full as they've ever been during the pandemic and that doesn't seem likely to change any time soon, reported CNN on Monday. Hospitals were facing capacity and resource challenges long before the pandemic hit, experts were quoted as saying, in large part because the people who are being admitted are sicker than they were before. ""It's been a continuing trend over the last decade or so that there's been this greater acuity of patients inside the hospitals,"" said Nancy Foster, vice president for quality and patient safety with the American Hospital Association. ""So what you see is this incredibly sick group of people inside of hospitals. If you're a doctor or nurse or respiratory therapist or pharmacist or any other health professional working inside the hospital, that means it's always a difficult puzzle you're trying to solve to help that patient out,"" she noted. A mix of complicating factors were exacerbated during the pandemic, experts said, straining resources more than ever. ""Length of stay is longer because people are needing more acute care. Because of work force pressures, there are not as many people who can be treated in an inpatient setting all at once,"" Aaron Wesolowski, vice president of policy research, analytics and strategy at the American Hospital Association, was quoted as saying.",Xinhua,2023-02-08 13:16
794,Black Americans suffering from Long COVID have trouble accessing care: ABC News,"   NEW YORK, Feb. 7 (Xinhua) -- Throughout the COVID-19 pandemic, Black Americans have made up a disproportionate share of cases, hospitalizations and deaths compared to any other racial or ethnic group, and now, doctors and advocates are warning that the Black community is facing another barrier: access to Long COVID care, reported ABC News on Monday. According to data from the U.S. Census Bureau Household Pulse Survey, with the latest update conducted between Jan. 4 and Jan. 16, 28.7 percent of Black respondents said they currently have or have had Long COVID. One Black Long COVID patient Chimére Smith, a 40-year-old former middle school English teacher from Baltimore, Maryland, said she paid more than a dozen visits to doctors and hospitals asking for help, but was discharged after every visit with no treatment plan in place. ""There is a history of distrust when it comes to the Black community and the health care system due to beliefs among patients that doctors won't treat them as well as their white counterparts. A 2012 meta-analysis found Black patients were 22 percent less likely than white patients to receive any pain medication,"" said the report. Long COVID occurs when patients who were infected with the COVID-19 virus have lingering symptoms for more than four weeks after recovering. In some cases, these symptoms can persist for months or even years.",Xinhua,2023-02-08 13:17
